date,tipo_de_cambio
2023-08-15,17.1388
2023-08-16,17.0768
2023-08-17,17.1225
2023-08-18,17.0477
2023-08-21,17.0202
2023-08-22,16.9267
2023-08-23,16.8077
2023-08-24,16.8090
2023-08-25,16.7718
2023-08-28,16.7432
2023-08-29,16.8402
2023-08-30,16.7477
2023-08-31,16.9170
2023-09-01,17.1113
2023-09-04,17.1750
2023-09-05,17.3492
2023-09-06,17.5805
2023-09-07,17.5543
2023-09-08,17.5767
2023-09-11,17.3813
2023-09-12,17.2553
2023-09-13,17.1235
2023-09-14,17.1042
2023-09-15,17.0807
2023-09-18,17.1307
2023-09-19,17.0805
2023-09-20,17.0240
2023-09-21,17.1675
2023-09-22,17.1568
2023-09-25,17.3733
2023-09-26,17.4758
2023-09-27,17.7287
2023-09-28,17.6195
2023-09-29,17.4127
2023-10-02,17.5920
2023-10-03,17.9025
2023-10-04,18.0170
2023-10-05,18.2407
2023-10-06,18.1837
2023-10-09,18.3482
2023-10-10,17.9917
2023-10-11,17.8420
2023-10-12,17.9132
2023-10-13,18.0362
2023-10-16,17.9568
2023-10-17,17.9097
2023-10-18,18.2440
2023-10-19,18.2873
2023-10-20,18.2343
2023-10-23,18.1218
2023-10-24,18.2842
2023-10-25,18.3122
2023-10-26,18.2178
2023-10-27,18.0752
2023-10-30,18.0640
2023-10-31,18.0368
2023-11-01,17.9305
2023-11-03,17.4117
2023-11-06,17.5308
2023-11-07,17.5097
2023-11-08,17.5017
2023-11-09,17.4888
2023-11-10,17.7480
2023-11-13,17.6138
2023-11-14,17.3917
2023-11-15,17.3387
2023-11-16,17.2708
2023-11-17,17.2175
2023-11-21,17.2102
2023-11-22,17.2133
2023-11-23,17.1787
2023-11-24,17.1268
2023-11-27,17.1555
2023-11-28,17.1357
2023-11-29,17.1870
2023-11-30,17.3730
2023-12-01,17.2143
2023-12-04,17.4060
2023-12-05,17.4215
2023-12-06,17.2685
2023-12-07,17.4197
2023-12-08,17.3688
2023-12-11,17.4470
2023-12-13,17.3980
2023-12-14,17.2990
2023-12-15,17.1908
2023-12-18,17.2277
2023-12-19,17.0652
2023-12-20,17.0673
2023-12-21,17.0590
2023-12-22,16.9738
2023-12-26,16.9727
2023-12-27,16.9220
2023-12-28,16.8935
2023-12-29,16.9190
2024-01-02,17.0297
2024-01-03,17.0492
2024-01-04,17.0458
2024-01-05,16.8987
2024-01-08,16.8133
2024-01-09,16.9347
2024-01-10,16.9912
2024-01-11,16.9898
2024-01-12,16.8580
2024-01-15,16.8983
2024-01-16,17.1598
2024-01-17,17.2957
2024-01-18,17.1995
2024-01-19,17.1325
2024-01-22,17.1125
2024-01-23,17.3520
2024-01-24,17.1673
2024-01-25,17.2375
2024-01-26,17.1657
2024-01-29,17.2333
2024-01-30,17.1932
2024-01-31,17.1633
2024-02-01,17.1335
2024-02-02,17.1447
2024-02-06,17.0357
2024-02-07,17.0398
2024-02-08,17.1023
2024-02-09,17.0855
2024-02-12,17.0680
2024-02-13,17.1982
2024-02-14,17.1105
2024-02-15,17.0680
2024-02-16,17.0602
2024-02-19,17.0500
2024-02-20,17.0458
2024-02-21,17.0603
2024-02-22,17.1210
2024-02-23,17.1260
2024-02-26,17.1260
2024-02-27,17.0605
2024-02-28,17.0962
2024-02-29,17.0633
2024-03-01,17.0217
2024-03-04,16.9828
2024-03-05,16.9257
2024-03-06,16.8728
2024-03-07,16.8770
2024-03-08,16.7985
2024-03-11,16.8083
2024-03-12,16.8272
2024-03-13,16.7127
2024-03-14,16.6920
2024-03-15,16.7100
2024-03-19,16.8523
2024-03-20,16.7590
2024-03-21,16.7620
2024-03-22,16.7367
2024-03-25,16.7032
2024-03-26,16.6780
2024-03-27,16.5323
2024-04-01,16.6578
2024-04-02,16.5673
2024-04-03,16.5415
2024-04-04,16.5173
2024-04-05,16.4758
2024-04-08,16.3357
2024-04-09,16.3932
2024-04-10,16.4883
2024-04-11,16.4583
2024-04-12,16.6693
2024-04-15,16.6815
2024-04-16,17.0252
2024-04-17,16.9948
2024-04-18,17.1145
2024-04-19,17.2120
2024-04-22,17.1243
2024-04-23,16.9995
2024-04-24,17.1098
2024-04-25,17.1883
2024-04-26,17.1552
2024-04-29,17.0243
2024-04-30,17.0958
2024-05-02,16.9393
2024-05-03,17.0042
2024-05-06,16.8947
2024-05-07,16.9083
2024-05-08,16.9087
2024-05-09,16.8660
2024-05-10,16.7690
2024-05-13,16.8072
2024-05-14,16.8460
2024-05-15,16.6782
2024-05-16,16.6893
2024-05-17,16.6217
2024-05-20,16.5668
2024-05-21,16.6138
2024-05-22,16.6405
2024-05-23,16.6945
2024-05-24,16.7023
2024-05-27,16.6568
2024-05-28,16.7457
2024-05-29,16.9500
2024-05-30,16.9377
2024-05-31,17.0177
2024-06-03,17.6338
2024-06-04,17.8607
2024-06-05,17.5592
2024-06-06,17.5335
2024-06-07,18.2622
2024-06-10,18.3848
2024-06-11,18.4457
2024-06-12,18.7832
2024-06-13,18.5385
2024-06-14,18.4512
2024-06-17,18.5248
2024-06-18,18.4128
2024-06-19,18.4230
2024-06-20,18.4027
2024-06-21,18.1848
2024-06-24,17.9627
2024-06-25,18.1372
2024-06-26,18.2215
2024-06-27,18.3773
2024-06-28,18.2478
2024-07-01,18.3897
2024-07-02,18.2485
2024-07-03,18.1355
2024-07-04,18.0958
2024-07-05,18.0977
2024-07-08,18.0095
2024-07-09,17.9428
2024-07-10,17.8288
2024-07-11,17.8192
2024-07-12,17.6502
2024-07-15,17.7837
2024-07-16,17.6795
2024-07-17,17.7438
2024-07-18,17.8907
2024-07-19,17.9970
2024-07-22,17.9107
2024-07-23,18.0987
2024-07-24,18.3458
2024-07-25,18.3850
2024-07-26,18.4475
2024-07-29,18.6818
2024-07-30,18.7900
2024-07-31,18.5970
2024-08-01,18.7060
2024-08-02,19.0442
2024-08-05,19.3905
2024-08-06,19.3300
2024-08-07,19.1890
2024-08-08,19.0900
2024-08-09,18.8368
2024-08-12,19.0320
2024-08-13,19.0387
2024-08-14,18.8478
2024-08-15,18.6513
2024-08-16,18.6228
2024-08-19,18.7357
2024-08-20,18.9448
2024-08-21,19.2535
2024-08-22,19.4235
2024-08-23,19.0708
2024-08-26,19.3820
2024-08-27,19.6692
2024-08-28,19.6037
2024-08-29,19.8168
2024-08-30,19.6535
2024-09-02,19.7980
2024-09-03,19.8335
2024-09-04,19.8460
2024-09-05,20.0028
2024-09-06,20.0172
2024-09-09,19.8798
2024-09-10,20.0583
2024-09-11,19.8390
2024-09-12,19.5887
2024-09-13,19.2483
2024-09-17,19.2670
2024-09-18,19.3033
2024-09-19,19.2773
2024-09-20,19.3725
2024-09-23,19.4150
2024-09-24,19.3562
2024-09-25,19.5870
2024-09-26,19.6290
2024-09-27,19.6697
2024-09-30,19.6440
2024-10-02,19.3885
2024-10-03,19.4678
2024-10-04,19.2127
2024-10-07,19.3388
2024-10-08,19.3532
2024-10-09,19.4175
2024-10-10,19.5113
2024-10-11,19.3983
2024-10-14,19.3420
2024-10-15,19.6200
2024-10-16,19.8925
2024-10-17,19.9313
2024-10-18,19.8325
2024-10-21,20.0075
2024-10-22,19.8985
2024-10-23,19.9338
2024-10-24,19.8385
2024-10-25,19.9303
2024-10-28,20.0007
2024-10-29,20.0208
2024-10-30,20.1617
2024-10-31,20.0378
2024-11-01,20.0908
2024-11-04,20.0367
2024-11-05,20.2695
2024-11-06,20.3093
2024-11-07,19.8277
2024-11-08,20.1332
2024-11-11,20.4502
2024-11-12,20.5693
2024-11-13,20.6025
2024-11-14,20.4940
2024-11-15,20.3887
2024-11-19,20.1848
2024-11-20,20.2903
2024-11-21,20.3775
2024-11-22,20.4872
2024-11-25,20.2993
2024-11-26,20.7185
2024-11-27,20.6418
2024-11-28,20.4173
2024-11-29,20.3212
2024-12-02,20.4357
2024-12-03,20.3233
2024-12-04,20.2830
2024-12-05,20.1963
2024-12-06,20.2275
2024-12-09,20.1547
2024-12-10,20.2485
2024-12-11,20.1647
2024-12-13,20.1420
2024-12-16,20.1448
2024-12-17,20.2363
2024-12-18,20.1395
2024-12-19,20.4402
2024-12-20,20.1035
2024-12-23,20.1948
2024-12-24,20.1558
2024-12-26,20.1657
2024-12-27,20.2683
2024-12-30,20.5103
2024-12-31,20.7862
